
1,1,1168
2,2,1168
3,3,1168
4,4,1168
5,5,1168
6,6,1168
7,7,1168
8,8,1168
9,9,1168
10,10,1168
11,11,1168
12,12,1168
13,13,1168
14,14,1168
15,15,1168
16,16,1168
17,17,1168
18,18,1168
19,19,1168
20,20,1168
21,21,1168
22,22,1168
23,23,1168
24,24,1168
25,25,1168
26,26,1168
27,27,1168
28,28,1168
29,29,1168
30,30,1168
31,31,1168
32,32,1168
33,33,1168
34,34,1168
35,35,1168
36,36,1168
37,37,1168
38,38,1168
39,39,1168
40,40,1168
41,41,1168
42,42,1168
43,43,1168
44,44,1168
45,45,1168
46,46,1168
47,47,1168
48,48,1168
49,49,1168
50,50,1168
51,51,1168
52,52,1168
53,53,1168
54,54,1168
55,55,1168
56,56,1168
57,57,1168
58,58,1168
59,59,1168
60,60,1168
61,61,1168
62,62,1168
63,63,1168
64,64,1168
65,65,1168
66,66,1168
67,67,1168
68,68,1168
69,69,1168
70,70,1168
71,71,1168
72,72,1168
73,73,1168
74,74,1168
75,75,1168
76,76,1168
77,77,1168
78,78,1168
79,79,1168
80,80,1168
81,81,1168
82,82,1168
83,83,1168
84,84,1168
85,85,1168
86,86,1168
87,87,1168
88,88,1168
89,89,1168
90,90,1168
91,91,1168
92,92,1168
93,93,1168
94,94,1168
95,95,1168
96,96,1168
97,97,1168
98,98,1168
99,99,1168
100,100,1168
101,101,1168
102,102,1168
103,103,1168
104,104,1168
105,105,1168
106,106,1168
107,107,1168
108,108,1168
109,109,1168
110,110,1168
111,111,1168
112,112,1168
113,113,1168
114,114,1168
115,115,1168
116,116,1168
117,117,1168
118,118,1168
119,119,1168
120,120,1168
121,121,1168
122,122,1168
123,123,1168
124,124,1168
125,125,1168
126,126,1168
127,127,1168
128,128,1168
129,129,1168
130,130,1168
131,131,1168
132,132,1168
133,133,1168
134,134,1168
135,135,1168
136,136,1168
137,137,1168
138,138,1168
139,139,1168
140,140,1168
141,141,1168
142,142,1168
143,143,1168
144,144,1168
145,145,1168
146,146,1168
147,147,1168
148,148,1168
149,149,1168
150,150,1168
151,151,1168
152,152,1168
153,153,1168
154,154,1168
155,155,1168
156,156,1168
157,157,1168
158,158,1168
159,159,1168
160,160,1168
161,161,1168
162,162,1168
163,163,1168
164,164,1168
165,165,1168
166,166,1168
167,167,1168
168,168,1168
169,169,1168
170,170,1168
171,171,1168
172,172,1168
173,173,1168
174,174,1168
175,175,1168
176,176,1168
177,177,1168
178,178,1168
179,179,1168
180,180,1168
181,181,1168
182,182,1168
183,183,1168
184,184,1168
185,185,1168
186,186,1168
187,187,1168
188,188,1168
189,189,1168
190,190,1168
191,191,1168
192,192,1168
193,193,1168
194,194,1168
195,195,1168
196,196,1168
197,197,1168
198,198,1168
199,199,1168
200,200,1168
201,201,1168
202,202,1168
203,203,1168
204,204,1168
205,205,1168
206,206,1168
207,207,1168
208,208,1168
209,209,1168
210,210,1168
211,211,1168
212,212,1168
213,213,1168
214,214,1168
215,215,1168
216,216,1168
217,217,1168
218,218,1168
219,219,1168
220,220,1168
221,221,1168
222,222,1168
223,223,1168
224,224,1168
225,225,1168
226,226,1168
227,227,1168
228,228,1168
229,229,1168
230,230,1168
231,231,1168
232,232,1168
233,233,1168
234,234,1168
235,235,1168
236,236,1168
237,237,1168
238,238,1168
239,239,1168
240,240,1168
241,241,1168
242,242,1168
243,243,1168
244,244,1168
245,245,1168
246,246,1168
247,247,1168
248,248,1168
249,249,1168
250,250,1168
251,251,1168
252,252,1168
253,253,1168
254,254,1168
255,255,1168
256,256,1168
257,257,1168
258,258,1168
259,259,1168
260,260,1168
261,261,1168
262,262,1168
263,263,1168
264,264,1168
265,265,1168
266,266,1168
267,267,1168
268,268,1168
269,269,1168
270,270,1168
271,271,1168
272,272,1168
273,273,1168
274,274,1168
275,275,1168
276,276,1168
277,277,1168
278,278,1168
279,279,1168
280,280,1168
281,281,1168
282,282,1168
283,283,1168
284,284,1168
285,285,1168
286,286,1168
287,287,1168
288,288,1168
289,289,1168
290,290,1168
291,291,1168
292,292,1168
293,293,1168
294,294,1168
295,295,1168
296,296,1168
297,297,1168
298,298,1168
299,299,1168
300,300,1168
301,301,1168
302,302,1168
303,303,1168
304,304,1168
305,305,1168
306,306,1168
307,307,1168
308,308,1168
309,309,1168
310,310,1168
311,311,1168
312,312,1168
313,313,1168
314,314,1168
315,315,1168
316,316,1168
317,317,1168
318,318,1168
319,319,1168
320,320,1168
321,321,1168
322,322,1168
323,323,1168
324,324,1168
325,325,1168
326,326,1168
327,327,1168
328,328,1168
329,329,1168
330,330,1168
331,331,1168
332,332,1168
333,333,1168
334,334,1168
335,335,1168
336,336,1168
337,337,1168
338,338,1168
339,339,1168
340,340,1168
341,341,1168
342,342,1168
343,343,1168
344,344,1168
345,345,1168
346,346,1168
347,347,1168
348,348,1168
349,349,1168
350,350,1168
351,351,1168
352,352,1168
353,353,1168
354,354,1168
355,355,1168
356,356,1168
357,357,1168
358,358,1168
359,359,1168
360,360,1168
361,361,1168
362,362,1168
363,363,1168
364,364,1168
365,365,1168
366,366,1168
367,367,1168
368,368,1168
369,369,1168
370,370,1168
371,371,1168
372,372,1168
373,373,1168
374,374,1168
375,375,1168
376,376,1168
377,377,1168
378,378,1168
379,379,1168
380,380,1168
381,381,1168
382,382,1168
383,383,1168
384,384,1168
385,385,1168
386,386,1168
387,387,1168
388,388,1168
389,389,1168
390,390,1168
391,391,1168
392,392,1168
393,393,1168
394,394,1168
395,395,1168
396,396,1168
397,397,1168
398,398,1168
399,399,1168
400,400,1168
401,401,1168
402,402,1168
403,403,1168
404,404,1168
405,405,1168
406,406,1168
407,407,1168
408,408,1168
409,409,1168
410,410,1168
411,411,1168
412,412,1168
413,413,1168
414,414,1168
415,415,1168
416,416,1168
417,417,1168
418,418,1168
419,419,1168
420,420,1168
421,421,1168
422,422,1168
423,423,1168
424,424,1168
425,425,1168
426,426,1168
427,427,1168
428,428,1168
429,429,1168
430,430,1168
431,431,1168
432,432,1168
433,433,1168
434,434,1168
435,435,1168
436,436,1168
437,437,1168
438,438,1168
439,439,1168
440,440,1168
441,441,1168
442,442,1168
443,443,1168
444,444,1168
445,445,1168
446,446,1168
447,447,1168
448,448,1168
449,449,1168
450,450,1168
451,451,1168
452,452,1168
453,453,1168
454,454,1168
455,455,1168
456,456,1168
457,457,1168
458,458,1168
459,459,1168
460,460,1168
461,461,1168
462,462,1168
463,463,1168
464,464,1168
465,465,1168
466,466,1168
467,467,1168
468,468,1168
469,469,1168
470,470,1168
471,471,1168
472,472,1168
473,473,1168
474,474,1168
475,475,1168
476,476,1168
477,477,1168
478,478,1168
479,479,1168
480,480,1168
481,481,1168
482,482,1168
483,483,1168
484,484,1168
485,485,1168
486,486,1168
487,487,1168
488,488,1168
489,489,1168
490,490,1168
491,491,1168
492,492,1168
493,493,1168
494,494,1168
495,495,1168
496,496,1168
497,497,1168
498,498,1168
499,499,1168
500,500,1168
501,501,1168
502,502,1168
503,503,1168
504,504,1168
505,505,1168
506,506,1168
507,507,1168
508,508,1168
509,509,1168
510,510,1168
511,511,1168
512,512,1168
513,513,1168
514,514,1168
515,515,1168
516,516,1168
517,517,1168
518,518,1168
519,519,1168
520,520,1168
521,521,1168
522,522,1168
523,523,1168
524,524,1168
525,525,1168
526,526,1168
527,527,1168
528,528,1168
529,529,1168
530,530,1168
531,531,1168
532,532,1168
533,533,1168
534,534,1168
535,535,1168
536,536,1168
537,537,1168
538,538,1168
539,539,1168
540,540,1168
541,541,1168
542,542,1168
543,543,1168
544,544,1168
545,545,1168
546,546,1168
547,547,1168
548,548,1168
549,549,1168
550,550,1168
551,551,1168
552,552,1168
553,553,1168
554,554,1168
555,555,1168
556,556,1168
557,557,1168
558,558,1168
559,559,1168
560,560,1168
561,561,1168
562,562,1168
563,563,1168
564,564,1168
565,565,1168
566,566,1168
567,567,1168
568,568,1168
569,569,1168
570,570,1168
571,571,1168
572,572,1168
573,573,1168
574,574,1168
575,575,1168
576,576,1168
577,577,1168
578,578,1168
579,579,1168
580,580,1168
581,581,1168
582,582,1168
583,583,1168
584,584,1168
585,585,1168
586,586,1168
587,587,1168
588,588,1168
589,589,1168
590,590,1168
591,591,1168
592,592,1168
593,593,1168
594,594,1168
595,595,1168
596,596,1168
597,597,1168
598,598,1168
599,599,1168
600,600,1168
601,601,1168
602,602,1168
603,603,1168
604,604,1168
605,605,1168
606,606,1168
607,607,1168
608,608,1168
609,609,1168
610,610,1168
611,611,1168
612,612,1168
613,613,1168
614,614,1168
615,615,1168
616,616,1168
617,617,1168
618,618,1168
619,619,1168
620,620,1168
621,621,1168
622,622,1168
623,623,1168
624,624,1168
625,625,1168
626,626,1168
627,627,1168
628,628,1168
629,629,1168
630,630,1168
631,631,1168
632,632,1168
633,633,1168
634,634,1168
635,635,1168
636,636,1168
637,637,1168
638,638,1168
639,639,1168
640,640,1168
641,641,1168
642,642,1168
643,643,1168
644,644,1168
645,645,1168
646,646,1168
647,647,1168
648,648,1168
649,649,1168
650,650,1168
651,651,1168
652,652,1168
653,653,1168
654,654,1168
655,655,1168
656,656,1168
657,657,1168
658,658,1168
659,659,1168
660,660,1168
661,661,1168
662,662,1168
663,663,1168
664,664,1168
665,665,1168
666,666,1168
667,667,1168
668,668,1168
669,669,1168
670,670,1168
671,671,1168
672,672,1168
673,673,1168
674,674,1168
675,675,1168
676,676,1168
677,677,1168
678,678,1168
679,679,1168
680,680,1168
681,681,1168
682,682,1168
683,683,1168
684,684,1168
685,685,1168
686,686,1168
687,687,1168
688,688,1168
689,689,1168
690,690,1168
691,691,1168
692,692,1168
693,693,1168
694,694,1168
695,695,1168
696,696,1168
697,697,1168
698,698,1168
699,699,1168
700,700,1168
701,701,1168
702,702,1168
703,703,1168
704,704,1168
705,705,1168
706,706,1168
707,707,1168
708,708,1168
709,709,1168
710,710,1168
711,711,1168
712,712,1168
713,713,1168
714,714,1168
715,715,1168
716,716,1168
717,717,1168
718,718,1168
719,719,1168
720,720,1168
721,721,1168
722,722,1168
723,723,1168
724,724,1168
725,725,1168
726,726,1168
727,727,1168
728,728,1168
729,729,1168
730,730,1168
731,731,1168
732,732,1168
733,733,1168
734,734,1168
735,735,1168
736,736,1168
737,737,1168
738,738,1168
739,739,1168
740,740,1168
741,741,1168
742,742,1168
743,743,1168
744,744,1168
745,745,1168
746,746,1168
747,747,1168
748,748,1168
749,749,1168
750,750,1168
751,751,1168
752,752,1168
753,753,1168
754,754,1168
755,755,1168
756,756,1168
757,757,1168
758,758,1168
759,759,1168
760,760,1168
761,761,1168
762,762,1168
763,763,1168
764,764,1168
765,765,1168
766,766,1168
767,767,1168
768,768,1168
769,769,1168
770,770,1168
771,771,1168
772,772,1168
773,773,1168
774,774,1168
775,775,1168
776,776,1168
777,777,1168
778,778,1168
779,779,1168
780,780,1168
781,781,1168
782,782,1168
783,783,1168
784,784,1168
785,785,1168
786,786,1168
787,787,1168
788,788,1168
789,789,1168
790,790,1168
791,791,1168
792,792,1168
793,793,1168
794,794,1168
795,795,1168
796,796,1168
797,797,1168
798,798,1168
799,799,1168
800,800,1168
801,801,1168
802,802,1168
803,803,1168
804,804,1168
805,805,1168
806,806,1168
807,807,1168
808,808,1168
809,809,1168
810,810,1168
811,811,1168
812,812,1168
813,813,1168
814,814,1168
815,815,1168
816,816,1168
817,817,1168
818,818,1168
819,819,1168
820,820,1168
821,821,1168
822,822,1168
823,823,1168
824,824,1168
825,825,1168
826,826,1168
827,827,1168
828,828,1168
829,829,1168
830,830,1168
831,831,1168
832,832,1168
833,833,1168
834,834,1168
835,835,1168
836,836,1168
837,837,1168
838,838,1168
839,839,1168
840,840,1168
841,841,1168
842,842,1168
843,843,1168
844,844,1168
845,845,1168
846,846,1168
847,847,1168
848,848,1168
849,849,1168
850,850,1168
851,851,1168
852,852,1168
853,853,1168
854,854,1168
855,855,1168
856,856,1168
857,857,1168
858,858,1168
859,859,1168
860,860,1168
861,861,1168
862,862,1168
863,863,1168
864,864,1168
865,865,1168
866,866,1168
867,867,1168
868,868,1168
869,869,1168
870,870,1168
871,871,1168
872,872,1168
873,873,1168
874,874,1168
875,875,1168
876,876,1168
877,877,1168
878,878,1168
879,879,1168
880,880,1168
881,881,1168
882,882,1168
883,883,1168
884,884,1168
885,885,1168
886,886,1168
887,887,1168
888,888,1168
889,889,1168
890,890,1168
891,891,1168
892,892,1168
893,893,1168
894,894,1168
895,895,1168
896,896,1168
897,897,1168
898,898,1168
899,899,1168
900,900,1168
901,901,1168
902,902,1168
903,903,1168
904,904,1168
905,905,1168
906,906,1168
907,907,1168
908,908,1168
909,909,1168
910,910,1168
911,911,1168
912,912,1168
913,913,1168
914,914,1168
915,915,1168
916,916,1168
917,917,1168
918,918,1168
919,919,1168
920,920,1168
921,921,1168
922,922,1168
923,923,1168
924,924,1168
925,925,1168
926,926,1168
927,927,1168
928,928,1168
929,929,1168
930,930,1168
931,931,1168
932,932,1168
933,933,1168
934,934,1168
935,935,1168
936,936,1168
937,937,1168
938,938,1168
939,939,1168
940,940,1168
941,941,1168
942,942,1168
943,943,1168
944,944,1168
945,945,1168
946,946,1168
947,947,1168
948,948,1168
949,949,1168
950,950,1168
951,951,1168
952,952,1168
953,953,1168
954,954,1168
955,955,1168
956,956,1168
957,957,1168
958,958,1168
959,959,1168
960,960,1168
961,961,1168
962,962,1168
963,963,1168
964,964,1168
965,965,1168
966,966,1168
967,967,1168
968,968,1168
969,969,1168
970,970,1168
971,971,1168
972,972,1168
973,973,1168
974,974,1168
975,975,1168
976,976,1168
977,977,1168
978,978,1168
979,979,1168
980,980,1168
981,981,1168
982,982,1168
983,983,1168
984,984,1168
985,985,1168
986,986,1168
987,987,1168
988,988,1168
989,989,1168
990,990,1168
991,991,1168
992,992,1168
993,993,1168
994,994,1168
995,995,1168
996,996,1168
997,997,1168
998,998,1168
999,999,1168
1000,1000,1168
1001,1001,1168
1002,1002,1168
1003,1003,1168
1004,1004,1168
1005,1005,1168
1006,1006,1168
1007,1007,1168
1008,1008,1168
1009,1009,1168
1010,1010,1168
