
1,1,0,0,313
2,2,0,0,341
3,3,0,0,369
4,4,0,0,397
5,5,22,0,545
6,6,0,0,573
7,7,0,0,601
8,8,0,0,629
9,9,10,0,777
10,10,7,0,805
11,11,4,0,833
12,12,13,0,861
13,13,1,0,1009
14,14,16,0,1037
15,15,0,0,1065
16,16,19,0,1093
