
1,5013,91.16438486314294,90
2,5014,91.16438486314294,90
3,5015,91.16438486314294,90
4,5016,269.3336187334802,90
5,5017,269.3336187334802,90
6,5018,269.3336187334802,90
7,5019,179.06080633271756,90
8,5020,179.06080633271756,90
9,5021,179.06080633271756,90
10,5022,88.3634229583833,90
11,5023,88.3634229583833,90
12,5024,88.3634229583833,90
13,5025,359.85254777380715,90
14,5026,359.85254777380715,90
15,5027,359.85254777380715,90
16,5028,180.0,90
17,5029,180.0,90
18,5030,180.0,90
19,5031,0.8810555267574477,90
20,5032,0.8810555267574477,90
21,5033,0.8810555267574477,90
22,5034,90.52354126922563,90
23,5035,90.52354126922563,90
24,5036,90.52354126922563,90
