
1,852,0.2,W,0,1701
2,853,0.2,W,0,1702
3,854,0.2,W,0,1703
4,855,0.2,W,0,1704
5,856,0.2,W,0,1705
6,857,0.2,W,0,1706
7,858,0.2,W,0,1707
8,859,0.2,W,0,1708
9,860,0.2,W,0,1709
10,861,0.2,W,0,1710
11,862,0.2,W,0,1711
12,863,0.2,W,0,1712
13,864,0.2,W,0,1713
14,865,0.2,W,0,1714
15,866,0.2,W,0,1715
16,867,0.2,W,0,1716
17,868,0.2,W,0,1717
18,869,0.2,W,0,1718
19,870,0.2,W,0,1719
20,871,0.2,W,0,1720
21,872,0.2,W,0,1721
22,873,0.2,W,0,1722
23,874,0.2,W,0,1723
24,875,0.2,W,0,1724
25,876,0.2,W,0,1725
26,877,0.2,W,0,1726
27,878,0.2,W,0,1727
28,879,0.2,W,0,1728
29,880,0.2,W,0,1729
30,881,0.2,W,0,1730
31,882,0.2,W,0,1731
32,883,0.2,W,0,1732
33,884,0.2,W,0,1733
34,885,0.2,W,0,1734
35,886,0.2,W,0,1735
36,887,0.2,W,0,1736
37,888,0.2,W,0,1737
38,889,0.2,W,0,1738
39,890,0.2,W,0,1739
40,891,0.2,W,0,1740
41,892,0.2,W,0,1741
42,893,0.2,W,0,1742
43,894,0.2,W,0,1743
44,895,0.2,W,0,1744
45,896,0.2,W,0,1745
46,897,0.2,W,0,1746
47,898,0.2,W,0,1747
48,899,0.2,W,0,1748
49,900,0.2,W,0,1749
50,901,0.2,W,0,1750
51,902,0.2,W,0,1751
52,903,0.2,W,0,1752
53,904,0.2,W,0,1753
54,905,0.2,W,0,1754
55,906,0.2,W,0,1755
56,907,0.2,W,0,1756
57,908,0.2,W,0,1757
58,909,0.2,W,0,1758
59,910,0.2,W,0,1759
60,911,0.2,W,0,1760
61,912,0.2,W,0,1761
62,913,0.2,W,0,1762
63,914,0.2,W,0,1763
64,915,0.2,W,0,1764
65,916,0.2,W,0,1765
66,917,0.2,W,0,1766
67,918,0.2,W,0,1767
68,919,0.2,W,0,1768
69,920,0.2,W,0,1769
70,921,0.2,W,0,1770
71,922,0.2,W,0,1771
72,923,0.2,W,0,1772
73,924,0.2,W,0,1773
74,925,0.2,W,0,1774
75,926,0.2,W,0,1775
76,927,0.2,W,0,1776
77,928,0.2,W,0,1777
78,929,0.2,W,0,1778
79,930,0.2,W,0,1779
80,931,0.2,W,0,1780
81,932,0.2,W,0,1781
82,933,0.2,W,0,1782
83,934,0.2,W,0,1783
84,935,0.2,W,0,1784
85,936,0.2,W,0,1785
86,937,0.2,W,0,1786
87,938,0.2,W,0,1787
88,939,0.2,W,0,1788
89,940,0.2,W,0,1789
90,941,0.2,W,0,1790
91,942,0.2,W,0,1791
92,943,0.2,W,0,1792
93,944,0.2,W,0,1793
94,945,0.2,W,0,1794
95,946,0.2,W,0,1795
96,947,0.2,W,0,1796
97,948,0.2,W,0,1797
98,949,0.2,W,0,1798
99,950,0.2,W,0,1799
100,951,0.2,W,0,1800
101,952,0.2,W,0,1801
102,953,0.2,W,0,1802
103,954,0.2,W,0,1803
104,955,0.2,W,0,1804
105,956,0.2,W,0,1805
106,957,0.2,W,0,1806
107,958,0.2,W,0,1807
108,959,0.2,W,0,1808
109,960,0.2,W,0,1809
110,961,0.2,W,0,1810
111,962,0.2,W,0,1811
112,963,0.2,W,0,1812
113,964,0.2,W,0,1813
114,965,0.2,W,0,1814
115,966,0.2,W,0,1815
116,967,0.2,W,0,1816
117,968,0.2,W,0,1817
118,969,0.2,W,0,1818
119,970,0.2,W,0,1819
120,971,0.2,W,0,1820
121,972,0.2,W,0,1821
122,973,0.2,W,0,1822
123,974,0.2,W,0,1823
124,975,0.2,W,0,1824
125,976,0.2,W,0,1825
126,977,0.2,W,0,1826
127,978,0.2,W,0,1827
128,979,0.2,W,0,1828
129,980,0.2,W,0,1829
